Date,"STU, US","STU, AR","STU, BR","STU, Corn","Production, US","Production, AR","Production, BR",PPI- Commodities, PPI- Farm Products,PPI- Grains,PPI- OilSeeds,PPI- Corn,PPI- Soybeans,"PPI- Industry, Food","PPI- Freight, WareHousing",GDP (Bn USD),Gold,DX,Crude,USD?BRL,Price_High,Price_Low,Price_Average,Average_Price_Collection
2023-07-12,0.1236,0.5518,0.675,0.1826,117.03,48.0,163.0,253.835,228.98,226.695,272.316,225.998,253.156,253.273,167.361,27610.1,1947.1,101.4562857,80.12333333,4.806450952,1580.75,1430.25,1494.0083333333334,"[1464.625, 1463.25, 1484.375, 1487.375, 1487.625, 1501.625, 1491.125, 1494.5, 1518.5, 1515.0, 1531.875, 1555.0, 1507.5, 1458.375, 1449.375]"
2023-08-11,0.101,0.5553,0.6734,0.1785,114.45,48.0,163.0,257.68,222.013,211.044,249.231,209.29,229.817,254.485,165.179,27610.1,1919.16,103.0145217,85.13347826,4.898120435,1400.75,1319.5,1360.0083333333334,"[1347.0, 1347.125, 1334.25, 1332.75, 1340.25, 1351.625, 1375.625, 1361.375, 1347.875, 1361.375, 1371.625, 1392.25, 1387.25, 1379.25, 1370.5]"
2023-09-12,0.0911,0.5976,0.6482,0.1799,112.84,48.0,163.0,258.934,217.925,194.918,246.678,192.563,227.603,255.774,165.762,27610.1,1917.9,105.1341429,92.66333333,4.942543333,1372.25,1265.75,1315.3,"[1356.5, 1342.5, 1355.375, 1353.0, 1330.0, 1313.875, 1316.5, 1307.5, 1297.75, 1292.25, 1298.375, 1307.25, 1297.0, 1289.0, 1272.625]"
2023-10-12,0.0905,0.5952,0.6315,0.1714,111.7,48.0,163.0,255.192,211.503,190.498,232.163,189.092,213.153,255.302,168.101,27957.0,1910.48,106.3320455,88.63863636,5.062725909,1318.5,1250.5,1292.4416666666666,"[1275.125, 1286.0, 1284.25, 1294.5, 1303.125, 1309.0, 1309.75, 1295.0, 1289.125, 1289.625, 1287.625, 1290.625, 1294.875, 1288.0, 1290.0]"
2023-11-09,0.1011,0.5883,0.6648,0.174,112.39,48.0,163.0,252.856,217.533,189.425,251.81,188.152,232.579,252.883,167.544,27957.0,1983.29,104.6141818,81.92045455,4.904681364,1398.5,1323.5,1356.5666666666666,"[1354.5, 1343.375, 1368.125, 1380.0, 1389.0, 1370.75, 1349.125, 1347.5, 1376.625, 1366.375, 1342.25, 1331.25, 1339.75, 1344.5, 1345.375]"
2023-12-08,0.1011,0.5883,0.6298,0.172,112.39,48.0,161.0,249.866,212.946,190.589,241.385,189.156,223.436,253.713,167.136,27957.0,2034.56,102.75375,77.2495,4.900578,1344.0,1292.25,1312.8166666666666,"[1314.875, 1322.75, 1332.25, 1313.0, 1311.625, 1312.25, 1317.5, 1319.125, 1313.625, 1302.5, 1301.0, 1305.25, 1310.875, 1313.625, 1302.0]"
2024-01-12,0.1155,0.6073,0.6226,0.1734,113.34,50.0,157.0,251.306,212.237,183.484,229.752,180.566,209.431,251.917,168.119,28269.2,2034.61,102.7882609,79.08772727,4.912298182,1247.5,1186.75,1217.9583333333333,"[1224.875, 1229.25, 1218.0, 1208.5, 1218.875, 1217.625, 1231.0, 1240.625, 1231.5, 1219.625, 1202.0, 1204.5, 1214.875, 1210.625, 1197.5]"
2024-02-08,0.1299,0.6073,0.6313,0.1744,113.34,50.0,156.0,254.926,219.543,174.163,217.784,171.503,199.841,253.277,169.148,28269.2,2025.32,104.0655714,81.61142857,4.961078571,1204.75,1115.0,1163.9833333333333,"[1192.625, 1189.75, 1189.625, 1190.25, 1179.125, 1167.5, 1168.0, 1181.25, 1168.375, 1157.0, 1142.125, 1133.5, 1140.5, 1134.625, 1125.5]"
2024-03-08,0.1299,0.6073,0.5824,0.1744,113.34,50.0,155.0,254.963,223.127,175.257,220.674,173.95,201.188,255.429,169.676,28269.2,2158.55,103.6297619,84.635,4.979168571,1226.75,1153.75,1193.6833333333334,"[1169.375, 1182.125, 1186.125, 1191.0, 1204.5, 1191.75, 1196.375, 1186.625, 1197.625, 1215.375, 1200.25, 1199.25, 1202.875, 1193.75, 1188.25]"
2024-04-11,0.141,0.6073,0.5824,0.1697,113.34,50.0,155.0,256.772,223.833,174.473,217.832,173.775,199.004,256.517,170.021,28629.2,2331.59,105.3385455,88.92363636,5.118544091,1179.75,1131.75,1156.6416666666667,"[1158.625, 1166.875, 1165.75, 1153.125, 1148.5, 1141.375, 1142.375, 1155.75, 1163.5, 1170.75, 1158.5, 1159.5, 1164.375, 1152.0, 1148.625]"
2024-05-10,0.1755,0.6208,0.6449,0.1667,121.11,51.0,169.0,255.094,227.145,189.132,223.069,186.559,204.383,257.44,169.926,28629.2,2348.58,105.0253043,82.96782609,5.139893913,1258.25,1202.75,1226.9166666666667,"[1213.5, 1219.875, 1213.0, 1220.875, 1214.875, 1223.25, 1237.375, 1239.625, 1241.5, 1247.125, 1243.5, 1240.5, 1221.875, 1213.625, 1213.25]"
2024-06-12,0.1794,0.6208,0.6303,0.1667,121.11,51.0,169.0,255.419,227.781,182.784,218.135,182.307,199.709,257.901,170.762,28629.2,2327.5,105.1249,82.943,5.3762495,1191.25,1146.25,1168.0666666666666,"[1178.75, 1181.125, 1183.5, 1168.25, 1166.125, 1165.375, 1162.375, 1167.875, 1168.875, 1168.75, 1160.125, 1156.625, 1155.0, 1167.125, 1171.125]"
2024-07-12,0.1718,0.5935,0.6157,0.1654,120.7,51.0,169.0,,,,,,,,,,2389.4,104.6863043,83.88565217,5.53978087,1129.0,1023.75,1094.0288461538462,"[1110.75, 1088.375, 1086.625, 1096.25, 1095.0, 1101.375, 1110.125, 1120.0, 1113.875, 1112.0, 1094.375, 1052.25, 1041.375]"
